id	Comments	Gender	Reason
473.000000	"the view was bad"	"male"	"leisure"
474.000000	"the service was about slowly"	"male"	"business"
475.000000	"no choice for breakfast"	"female"	"leisure"
476.000000	"there was no internet connection"	"female"	"business"
477.000000	"The meal times were too early"	"male"	"leisure"
478.000000	"Breakfast costs extra"	"male"	"business"
479.000000	"On evenings there was nothing to do and restaurants were closed."	"female"	"leisure"
480.000000	"You have never cleaned my room"	"female"	"business"
481.000000	"The swimming pool was always closed"	"male"	"leisure"
482.000000	"Breakfast does not take long enough"	"male"	"business"
483.000000	"The bed was not comfortable"	"female"	"leisure"
484.000000	"TV  was broken"	"female"	"business"
485.000000	"no parking for my bike"	"male"	"leisure"
486.000000	"too much noise in the evening"	"female"	"business"
487.000000	"There was no soap in the bathroom"	"male"	"leisure"
488.000000	"no smoking rooms"	"male"	"business"
489.000000	"Heating was too noisy (at night)"	"female"	"leisure"
490.000000	"Ashtray was not emptied"	"female"	"business"
491.000000	"poor room service. Needs remodeling"	"male"	"leisure"
492.000000	"Juice was not fresh"	"male"	"business"
493.000000	"no hairdryer in the room"	"female"	"leisure"
494.000000	"Mattress very uncomfortable"	"female"	"business"
495.000000	"Terrible music in the bar"	"male"	"business"
496.000000	"Mirror in bathroom was dirty"	"female"	"leisure"
497.000000	"Furniture very old-fashioned"	"female"	"business"
498.000000	"not enough Family Room"	"male"	"leisure"
499.000000	"No Internet access"	"male"	"business"
500.000000	"Hotel website is not very user-friendly"	"female"	"leisure"
501.000000	"dissatisfied with my room - quite too small"	"female"	"business"
502.000000	"Hotel not centrally located"	"male"	"leisure"
503.000000	"Bathroom was too small"	"male"	"business"
504.000000	"bad facilities"	"female"	"leisure"
505.000000	"Small conference rooms"	"female"	"business"
506.000000	"unfriendly waitress"	"male"	"leisure"
507.000000	"Bed was too hard. Carpets were torn and smelly. To put it in a nutshell, hotel in bad condition, but staff was friendly"	"male"	"business"
508.000000	"Unfortunately the luggage was misplaced"	"female"	"leisure"
509.000000	"Parking was too dark"	"male"	"leisure"
510.000000	"Bar was too expensive"	"male"	"business"
511.000000	"too many children"	"female"	"leisure"
512.000000	"Sheets were uncomfortable"	"female"	"business"
513.000000	"no chair in room"	"male"	"leisure"
514.000000	"not possible to arrive by bus"	"male"	"business"
515.000000	"Nice location but too far from the train station"	"female"	"leisure"
516.000000	"Absolutely trouble-free late check-out. Super Service."	"female"	"business"
517.000000	"The hotel is outdated"	"male"	"leisure"
518.000000	"Rooms too anonymous. Extras too expensive."	"male"	"business"
519.000000	"Food is not so good and quite expensive."	"female"	"leisure"
520.000000	"Old-fashioned and worn interiors of the rooms."	"female"	"business"
521.000000	"Access to the pool for a fee"	"male"	"leisure"
522.000000	"The carpet in the room was stained"	"male"	"business"
523.000000	"All are very friendly and all have been helpful."	"female"	"leisure"
524.000000	"Atmosphere, friendliness"	"female"	"business"
525.000000	"Service, friendliness, cleanliness"	"male"	"leisure"
526.000000	"Great service but very tired-restoration / renovation urgently needed!"	"male"	"business"
527.000000	"Great services  and reception."	"female"	"leisure"
528.000000	"outstanding Breakfast Buffet"	"female"	"business"
529.000000	"perfect location"	"male"	"leisure"
530.000000	"perfect location"	"male"	"business"
531.000000	"No upgrade."	"female"	"business"
532.000000	"Cost effective hotel."	"female"	"leisure"
533.000000	"a better breakfast"	"male"	"leisure"
534.000000	"A delightful stay"	"male"	"business"
535.000000	"A grand structure. Excellent value"	"female"	"leisure"
536.000000	"A great hotel!"	"female"	"business"
537.000000	"A great welcome!"	"male"	"leisure"
538.000000	"Food was exceelent"	"male"	"business"
539.000000	"food was excellent"	"female"	"leisure"
540.000000	"Food was excellent"	"female"	"business"
541.000000	"Food was good"	"male"	"leisure"
542.000000	"Food was good."	"male"	"business"
543.000000	"Food was great"	"female"	"leisure"
544.000000	"Food was great"	"female"	"business"
545.000000	"Food was not good."	"male"	"leisure"
546.000000	"food was splendid"	"male"	"business"
547.000000	"Food was very good."	"female"	"leisure"
548.000000	"price is a bit high"	"female"	"business"
549.000000	"professionalism"	"male"	"leisure"
550.000000	"prompt service"	"male"	"business"
551.000000	"provide free WiFi"	"female"	"leisure"
552.000000	"a bit dirty and loud"	"female"	"business"
553.000000	"I enjoyed the chocolate on the pillow ;-)"	"male"	"leisure"
554.000000	"A delightful stay"	"male"	"business"
555.000000	"A friendly and helpful staff."	"female"	"leisure"
556.000000	"A grand structure."	"female"	"business"
557.000000	"A great hotel!"	"male"	"leisure"
558.000000	"A great welcome!"	"male"	"business"
559.000000	"a lot of noise from next room"	"female"	"leisure"
560.000000	"Everything was fine."	"male"	"leisure"
561.000000	"everything was good"	"male"	"business"
562.000000	"Everything was good!!"	"female"	"leisure"
563.000000	"everything was great"	"female"	"business"
564.000000	"Everything was great"	"male"	"leisure"
565.000000	"everything was great"	"male"	"business"
566.000000	"Everything was great!"	"female"	"leisure"
567.000000	"Everything was great."	"female"	"business"
568.000000	"Everything was great."	"male"	"leisure"
569.000000	"Everything was impeccable."	"male"	"business"
570.000000	"Everything was outstanding."	"female"	"leisure"
571.000000	"everything was perfect"	"female"	"business"
572.000000	"Everything was perfect"	"male"	"leisure"
573.000000	"Everything was perfect."	"male"	"business"
574.000000	"Everything was satisfactory."	"female"	"leisure"
575.000000	"Everything was terrific"	"female"	"business"
576.000000	"Everything was top notch!"	"male"	"leisure"
577.000000	"Great service."	"male"	"business"
578.000000	"Great service."	"female"	"leisure"
579.000000	"Great service. Awesome room."	"female"	"business"
580.000000	"Great service. Great room."	"male"	"leisure"
581.000000	"Great services and amenities"	"male"	"business"
582.000000	"great space and nicer rooms"	"female"	"leisure"
583.000000	"great spot"	"female"	"business"
584.000000	"Great staff"	"male"	"leisure"
585.000000	"Great staff"	"male"	"business"
586.000000	"Great staff"	"female"	"leisure"
587.000000	"No slipper in room."	"female"	"business"
588.000000	"No smoking policy"	"male"	"leisure"
589.000000	"no spa services on site"	"male"	"business"
590.000000	"No space in the lobby"	"female"	"leisure"
591.000000	"no suggestions"	"female"	"business"
592.000000	"No taxi or shuttle  available"	"male"	"leisure"
593.000000	"No tea"	"male"	"business"
594.000000	"Not the greatest area, but  price rather reasonable"	"female"	"leisure"
595.000000	"no toothbrush or toothpaste."	"female"	"business"
596.000000	"No welcome fruit"	"male"	"leisure"
597.000000	"no welcome fruit"	"male"	"business"
598.000000	"room upgrade was nice"	"female"	"leisure"
599.000000	"room upgrade was unexpected."	"female"	"business"
600.000000	"Room upgrade!"	"male"	"leisure"
601.000000	"Room view, size and design."	"male"	"business"
602.000000	"room was better than expected"	"female"	"business"
603.000000	"Room was bigger and better."	"male"	"leisure"
604.000000	"Room was clean."	"male"	"business"
605.000000	"Room was dated"	"female"	"leisure"
606.000000	"room was excellent"	"female"	"business"
607.000000	"Room was exceptional"	"male"	"leisure"
608.000000	"Room was great!"	"male"	"business"
609.000000	"Room was not as expected"	"female"	"leisure"
610.000000	"room was not in good shape"	"female"	"business"
611.000000	"room was not very nice"	"male"	"leisure"
612.000000	"Room was small"	"male"	"business"
613.000000	"Room was  much bigger than expected"	"female"	"leisure"
614.000000	"Good location, friendly staff, good food"	"female"	"leisure"
615.000000	"I didn't get any room upgrade."	"female"	"leisure"
616.000000	"bathroom not cleaned after previous guest. Checking in was a nightmare."	"female"	"leisure"
617.000000	"The view from my upgrade room was great. All employees were friendly, from front desk to cleaning staff."	"female"	"leisure"
618.000000	"Comfortable rooms, nice swimming pool."	"female"	"leisure"
619.000000	"A wonderful experience, well-run hotel with excellent staff."	"female"	"leisure"
620.000000	"Good location, friendly staff, good food"	"female"	"business"
621.000000	"A wonderful experience, well-run hotel with excellent staff."	"female"	"business"
622.000000	"Very user-friendly experience. Excellent food and staff."	"female"	"leisure"
623.000000	"a nice stay."	"female"	"leisure"
624.000000	"Comfortable rooms, nice swimming pool."	"female"	"leisure"
625.000000	"We will stay here again. Outstanding staff."	"female"	"leisure"
626.000000	"My wife and I had a memorable honeymoon stay."	"male"	"leisure"
627.000000	"this hotel is a real pleasure"	"female"	"leisure"
628.000000	"All employees were exceptionally friendly and helpful."	"female"	"leisure"
629.000000	"All staff was helpful and friendly"	"female"	"business"
630.000000	"The view from my upgrade room was great. All employees were friendly, from front desk to cleaning staff."	"female"	"leisure"
631.000000	"All aspects of our stay were great."	"female"	"leisure"
632.000000	"upgrade was much appreciated."	"female"	"leisure"
633.000000	"bathroom wasn't cleaned after previous guest. Checking in and out was a nightmare."	"female"	"leisure"
634.000000	"I didn't get any room upgrade."	"female"	"leisure"
635.000000	"All employees were courteous. "	"female"	"leisure"
636.000000	"Property was well maintained and very clean. "	"female"	"leisure"
637.000000	"Rooms were beautiful and food was great and rather cheap."	"female"	"leisure"
638.000000	"good location but horrible smell in the corridors; too bad"	"female"	"business"
639.000000	"The sheets were clean but the room had a smell and was not clean"	"female"	"business"
640.000000	"We were charged for parking and internet connection."	"female"	"leisure"
641.000000	"The hotel shuttle was extremely convenient "	"female"	"leisure"
642.000000	"The locatoin was amazing."	"male"	"business"
643.000000	"air conditioning wasn't working. When they repaired it, it was to find that it was too noisy."	"male"	"leisure"
644.000000	"Loud airco system."	"male"	"leisure"
645.000000	"i would have expected room upgrade."	"male"	"business"
646.000000	"room not ready before 3:30 pm."	"male"	"business"
647.000000	"At check-out, staff was quite rude. But the rooms were nice and well-decorated."	"male"	"business"
648.000000	"great location, fast shuttle service, good food, clean rooms."	"male"	"business"
649.000000	"No fitness room. I was very disappointed overall with the service . The room is tending to be worn out, carpets and walls can be fresher"	"male"	"business"
650.000000	"Fitness room wasn't open."	"male"	"business"
651.000000	"The two restaurants were closed over the week-end and the hotel is too far from the city."	"male"	"leisure"
652.000000	"free internet access, clean rooms, friendly people."	"male"	"leisure"
653.000000	"Excellent staff, great location."	"male"	"business"
654.000000	"outlets were not clean, breakfast was too expensive for what was proposed."	"male"	"business"
655.000000	"My husband and I spent two days in this wonderful hotel; We'll definitely come back."	"female"	"leisure"
656.000000	"My husband and I had a wonderful stay. The restaurnt, sports facilities, location, and room facilities were just great."	"female"	"leisure"
657.000000	"Great and cheap restaurant with many local specialties."	"female"	"business"
658.000000	"My wife and I appreciated the courtesy of staff."	"male"	"leisure"
659.000000	"Outstanding location and good shuttle facilities."	"female"	"leisure"
660.000000	"My husband and I loved the fitness center."	"female"	"leisure"
661.000000	"Stale smells and tiny bathrooms."	"female"	"business"
662.000000	"The room smelled like smoke."	"female"	"business"
663.000000	"All my requests were taken care of and I was treated with respect. One of the best hotel experiences I have had."	"female"	"leisure"
664.000000	"Not enough personnel at breakfast."	"female"	"leisure"
665.000000	"Great help from concierge. Nice amenitites. Excellent food"	"female"	"business"
666.000000	"Fast response in case of any issue"	"female"	"leisure"
667.000000	"All people are great. "	"female"	"leisure"
668.000000	"Slow check in. Had to pay for wifi. The walls were also very thin."	"female"	"leisure"
669.000000	"Check out was very fast. Quality of the room"	"female"	"leisure"
670.000000	"Long files for check-in; They could have provided more people at reception desk"	"female"	"leisure"
671.000000	"no wait time at check-in and check-out."	"female"	"leisure"
672.000000	"wait time too long at breakfast time."	"female"	"leisure"
673.000000	"Short wait times for check-out"	"female"	"leisure"
674.000000	"Lift takes ages to go to the 4th floor."	"female"	"leisure"
675.000000	"staff not always friendly with our kids."	"female"	"leisure"
676.000000	"internet should be free"	"male"	"leisure"
677.000000	"internet should be free of charge"	"male"	"leisure"
678.000000	"Internet should be free"	"female"	"leisure"
679.000000	"Internet should be free of charge"	"female"	"leisure"
680.000000	"had to pay too much for internet access."	"female"	"leisure"
681.000000	"wifi didn't work in my room."	"female"	"business"
682.000000	"I found it was not clean. "	"female"	"leisure"
683.000000	" Helpfulness of the staff and quality of food"	"female"	"business"
684.000000	"very quiet. We had a wonderful stay with my fiancé. I'll definitely return"	"female"	"leisure"
685.000000	"Unit was spacious and well-equipped.  Good location - good access to the area. Very quiet and good neighborhood."	"male"	"business"
686.000000	"$8.99 is too much to pay for internet access."	"male"	"leisure"
687.000000	"Very comfortable bed, excellent restaurant and very prompt  cleaning service."	"female"	"business"
688.000000	"Friendliness of the staffs."	"female"	"leisure"
689.000000	" cost effective."	"female"	"leisure"
690.000000	"Average Hotel"	"female"	"leisure"
691.000000	"Average hotel"	"male"	"leisure"
692.000000	"Average hotel, the location is the only good point"	"female"	"leisure"
693.000000	"average quality"	"male"	"business"
694.000000	"Average services "	"female"	"leisure"
695.000000	"awesome facilities, friendly people."	"male"	"leisure"
696.000000	"bad check in experience and was informed paid room upgrade is only available, otherwise non in available not even to the next category!"	"female"	"leisure"
697.000000	"Bad experience with the service."	"female"	"leisure"
698.000000	"Bad food, Poor service"	"female"	"leisure"
699.000000	"Bad internet facilities, low water pressure in shower"	"female"	"leisure"
700.000000	"bad service"	"female"	"leisure"
701.000000	"bad experience"	"female"	"leisure"
702.000000	"Check in was extremely helpful "	"female"	"leisure"
703.000000	"Check in was fast and friendly.  "	"female"	"leisure"
704.000000	"Check in was fast. Service was good."	"female"	"leisure"
705.000000	"comfortable rooms, beautiful grounds"	"female"	"leisure"
706.000000	"Comfortable rooms, excellent service, convenient location."	"female"	"leisure"
707.000000	"Comfortable rooms, friendly staff"	"female"	"leisure"
708.000000	"Comfortable rooms, great stores and restaurants"	"female"	"business"
709.000000	"Comfortable rooms, stylish, free wireless."	"female"	"leisure"
710.000000	"loved the atmosphere and staff"	"male"	"leisure"
711.000000	"Loved the bathroom"	"female"	"leisure"
712.000000	"Loved the bathrooms!"	"male"	"leisure"
713.000000	"loved the beach chairs"	"female"	"leisure"
714.000000	"Loved the beach.  Room was immaculate.  Good exercise room"	"male"	"leisure"
715.000000	"Loved the bed"	"female"	"leisure"
716.000000	"Loved the bed and pillows."	"male"	"leisure"
717.000000	"Loved the bed and the shower and the overall design of the hotel and room. It made me feel so elegant to stay here!"	"female"	"business"
718.000000	"Loved the bed and the shower; water pressure was amazing!!"	"male"	"leisure"
719.000000	"Loved the bed!"	"female"	"leisure"
720.000000	"Loved the bed!!!! "	"male"	"leisure"
721.000000	"Loved the bed, very comfortable!"	"female"	"leisure"
722.000000	"Loved the bed."	"male"	"leisure"
723.000000	"Loved the bed.  Rooms were spacious and clean but not well lit enough."	"female"	"leisure"
724.000000	"Loved the bedding"	"male"	"leisure"
725.000000	"Loved the bedding, very comfy. The room was clean and quiet"	"female"	"business"
726.000000	"loved the beds and bedding"	"male"	"business"
727.000000	"Loved the beds!"	"female"	"business"
728.000000	"Loved the beds!"	"male"	"business"
729.000000	"The staff is very friendly and helpful"	"female"	"business"
730.000000	"The staff is very friendly"	"male"	"business"
731.000000	"The staff is very friendly and so helpful."	"female"	"business"
732.000000	"The staff is very friendly and the breakfast is very good with a great selection."	"male"	"leisure"
733.000000	"the staff is very friendly and welcoming"	"female"	"leisure"
734.000000	"The staff is very friendly, helpful and professional"	"female"	"leisure"
735.000000	"The staff is very friendly."	"female"	"leisure"
736.000000	"The staff is very helpful and friendly.  "	"female"	"leisure"
737.000000	"The staff is very helpul there & the location is very nice"	"female"	"leisure"
738.000000	"The staff is very knowledgeable and helpful!"	"female"	"leisure"
739.000000	"The staff is very pleasant and accommodating."	"female"	"leisure"
740.000000	"Your staff was outstanding!"	"female"	"leisure"
741.000000	"Your Staff was Outstanding. All aspects were just great. Housekeeping, Front desk, Bar staff, maintenance, and Club staff!!! Great Job."	"female"	"leisure"
742.000000	"Your staff was superb.  Friendly, helpful."	"male"	"leisure"
743.000000	"Your treatment of guests is outstanding."	"male"	"leisure"
744.000000	"Your upgrade was very nice"	"male"	"business"
745.000000	"Your valet was just the best ever"	"female"	"leisure"
746.000000	"wireless access in the lobby  VERY, VERY poor. "	"female"	"leisure"
747.000000	"Your wonderful, welcoming staff."	"female"	"leisure"
748.000000	"slippery floor. My 89 years old mom fell and broke her leg. "	"female"	"leisure"
749.000000	"yummy breakfast, nice soft comfy beds , very friendly staff , room service always quick"	"female"	"leisure"
750.000000	"room was tiny."	"female"	"leisure"
751.000000	"zero acknowledgement of member status. "	"female"	"business"
752.000000	"checkin was awful. They had lost our reservation."	"male"	"leisure"
753.000000	"I had booked thru internet for 2 rooms: one for me and my husband and another one for our 3 children and they lost our reservation."	"male"	"leisure"
754.000000	"will never come back."	"male"	"business"
755.000000	"avoid this hotel. It's noisy, dirty, expensive and staff is extremely arrogant"	"male"	"leisure"
756.000000	"Great hotel, yummy breakfast, nice soft comfy beds , very friendly staff , room service always quick"	"female"	"leisure"
757.000000	"bad smell in the bathroom"	"female"	"leisure"
758.000000	"smelly bathroom"	"female"	"leisure"
759.000000	"i couldn't recommend your hotel to anyone."	"female"	"leisure"
760.000000	"was disappointed by my last stay in this hotel. Rooms were small and breakfast above average and expenseive."	"male"	"leisure"
761.000000	"Clean room and bed sheet"	"female"	"leisure"
762.000000	"Clean room and nice fitness facility"	"female"	"business"
763.000000	"Clean room convienient check in"	"female"	"leisure"
764.000000	"clean room ready early.  Friendly staff.  Great location"	"female"	"leisure"
765.000000	"Clean room with comfortable beds.  The staff was very friendly.  Nice complimentary breakfast/happy hour."	"female"	"leisure"
766.000000	"Clean room with very nice amendities"	"female"	"leisure"
767.000000	"Clean rooms and staff was very attentive."	"female"	"leisure"
768.000000	"clean rooms comfy bed!!!"	"female"	"leisure"
769.000000	"clean rooms nice people"	"female"	"business"
770.000000	"Clean rooms, comfy beds, great service, nice employees."	"female"	"business"
771.000000	"Clean rooms, friendly and helpful staff."	"female"	"leisure"
772.000000	"Coffee unavailable in lobby"	"male"	"leisure"
773.000000	"staff not attending coffee bar"	"male"	"business"
774.000000	"no sound proofing in the rooms"	"male"	"leisure"
775.000000	"Bad soundproofing"	"male"	"leisure"
776.000000	"Not soundproofed"	"male"	"leisure"
777.000000	"The decor and surroundings of the hotel are luxurious"	"female"	"business"
778.000000	"Room  not cleaned thoroughly at all upon check-in.  Hairs in bathroom. "	"female"	"leisure"
779.000000	"Run down furniture.  Very uncomfortable bed.  Very noisy"	"male"	"business"
780.000000	" Good location - room Cleanliness - Nice people"	"female"	"leisure"
781.000000	"The shower was moldy"	"male"	"leisure"
782.000000	"Shuttle service to the airport was excellent."	"female"	"business"
783.000000	"Shutle service was excellent"	"male"	"leisure"
784.000000	"I was very happy with the whole experience"	"female"	"business"
785.000000	"Very attentive staff and happy hour menu at hotel."	"male"	"leisure"
786.000000	"Very beautiful resort. Well attended to."	"female"	"business"
787.000000	"Very beautiful surroundings. Well trained staff."	"male"	"leisure"
788.000000	"Very beautiful, great amenities."	"female"	"business"
789.000000	"Very fast check in, fast room service."	"male"	"leisure"
790.000000	"Surrounding area is not clean"	"female"	"business"
791.000000	"The wifi in the rooms does not work properly"	"male"	"leisure"
792.000000	"Restaurants & Mini Bar is extremely expensive"	"female"	"business"
793.000000	"Wifi in rooms doesn't work properly"	"male"	"leisure"
794.000000	"The wifi in rooms doesn't always work properly"	"female"	"business"
795.000000	"wifi in lobby not working"	"male"	"leisure"
796.000000	"wifi in lobby won't always work properly"	"female"	"business"
797.000000	"Very efficient and friendly service"	"male"	"leisure"
798.000000	"Very efficient and good service"	"female"	"business"
799.000000	"had problem with the air conditioning"	"male"	"leisure"
800.000000	"I think the hotel is overrated. Towel hanger in bathroom was falling. Wifi not free in rooms."	"female"	"business"
801.000000	"Bed was too soft. Towels were not soft enough. "	"male"	"leisure"
802.000000	"I think the front desk could have been more attentive to the needs of their guests."	"female"	"business"
803.000000	"I think the parking in the garage should not have a charge if your staying in the hotel."	"male"	"leisure"
804.000000	"Walls were thin"	"female"	"business"
805.000000	"I was disappointed by cleanliness and dated room equipment. Lights not fuctioning."	"male"	"leisure"
806.000000	"Room was a little run down and not as nice as past visits."	"female"	"business"
807.000000	"Room service not acceptable. Noise in corridors. Very expensive breakefast."	"male"	"leisure"
808.000000	"The room was fine, the housekeeping, concierge, and bellmen were absolutely wonderful. "	"female"	"business"
809.000000	"The room was not as clean as one would expect."	"male"	"leisure"
810.000000	"The room was not as immaculate as expected"	"female"	"business"
811.000000	"Coffee delivered to room.Room cleaned twice a day"	"male"	"leisure"
812.000000	"I was rather surprised the room had not been cleaned prior to check in."	"female"	"business"
813.000000	"Room not cleaned before check-in"	"male"	"leisure"
814.000000	"I like this hotel for its location and atmosphere"	"female"	"business"
815.000000	"there isn't any thing that I disliked about this hotel or the restaurant"	"male"	"leisure"
816.000000	"I've never had such a poor service"	"female"	"business"
817.000000	"the inner pool is less clean than the jacuzzy or the spa"	"male"	"leisure"
818.000000	"their choice of menus are a lot better than other resturants and their prices are better"	"female"	"business"
819.000000	"no TV or internet connection available in my bedroom"	"male"	"leisure"
820.000000	"no TV or internet connection in bedroom"	"female"	"business"
